amount,close,date,volume,high,low,open
3514612.07,13.91,2025-11-19,248660.0,14.48,13.87,14.15
3469797.37,12.94,2025-11-20,261475.0,13.76,12.89,13.68
1802535.41,13.06,2025-11-23,139221.0,13.1,12.77,13.06
3173259.71,13.54,2025-11-24,236159.0,13.63,13.1,13.1
2331412.79,13.1,2025-11-25,176378.0,13.44,13.05,13.37
1319518.03,13.02,2025-11-26,100460.0,13.23,13.01,13.09
1370011.13,13.24,2025-11-27,104211.0,13.29,12.94,13.0
1286686.04,13.26,2025-11-30,97297.0,13.3,13.16,13.24
1038419.35,13.14,2025-12-01,78863.0,13.25,13.11,13.25
726063.02,12.98,2025-12-02,55143.0,13.23,12.98,13.19
1338273.07,12.84,2025-12-03,103808.0,13.07,12.73,13.03
1371177.43,13.19,2025-12-04,104874.0,13.2,12.78,12.83
1642902.06,13.3,2025-12-07,123700.0,13.4,13.14,13.26
1284627.97,13.3,2025-12-08,96907.0,13.38,13.16,13.19
1175186.79,13.11,2025-12-09,89657.0,13.23,13.0,13.23
1353874.0,12.96,2025-12-10,103203.0,13.26,12.95,13.15
4843979.04,13.61,2025-12-11,358372.0,13.79,13.0,13.01
3308370.68,13.68,2025-12-14,241299.0,13.86,13.56,13.59
1399406.96,13.23,2025-12-15,105075.0,13.59,13.2,13.59
2575957.74,13.31,2025-12-16,197767.0,13.44,12.81,13.13
1576626.81,12.99,2025-12-17,120487.0,13.19,12.98,13.18
2317396.62,13.37,2025-12-18,174610.0,13.59,13.05,13.06
1799006.2,13.48,2025-12-21,133898.0,13.55,13.27,13.36
2571197.7,13.61,2025-12-22,190014.0,13.76,13.31,13.4
2937400.3,13.82,2025-12-23,213324.0,13.93,13.44,13.51
2509896.14,13.94,2025-12-24,180745.0,13.99,13.69,13.77
2375493.49,13.72,2025-12-25,172358.0,13.94,13.62,13.91
1837752.62,13.49,2025-12-28,135665.0,13.71,13.45,13.71
1252959.02,13.4,2025-12-29,93124.0,13.57,13.37,13.47
1126296.5,13.26,2025-12-30,84839.0,13.49,13.18,13.47
1419586.49,13.59,2026-01-04,104888.0,13.62,13.33,13.33
4489600.53,14.16,2026-01-05,320448.0,14.26,13.69,13.86
6700538.08,15.58,2026-01-06,435216.0,15.58,14.81,15.57
14911775.99,15.28,2026-01-07,938034.0,16.8,15.24,16.21
10327348.4,15.65,2026-01-08,663377.0,15.96,15.24,15.46
10305876.32,15.89,2026-01-11,644995.0,16.39,15.7,15.99
10711493.84,17.48,2026-01-12,644193.0,17.48,15.51,15.89
2108973.33,19.23,2026-01-13,109671.0,19.23,19.23,19.23
28431479.61,21.15,2026-01-14,1364655.0,21.15,20.09,20.12
32094942.95,19.97,2026-01-15,1434150.0,23.27,19.81,23.27
20275707.1,21.97,2026-01-18,997313.0,21.97,17.97,17.97
30214987.63,22.9,2026-01-19,1329955.0,24.17,20.36,21.3
17719725.77,21.06,2026-01-20,818225.0,22.81,20.92,21.97
19769391.15,21.78,2026-01-21,907306.0,22.46,21.0,21.3
14930672.44,23.96,2026-01-22,645094.0,23.96,22.0,22.0
22574548.31,22.98,2026-01-25,926195.0,25.66,22.82,24.08
14955445.75,22.2,2026-01-26,673972.0,23.56,21.07,23.08
16471350.81,22.63,2026-01-27,725918.0,23.57,21.81,22.03
12474662.28,21.03,2026-01-28,583663.0,22.04,20.72,21.5
11316854.11,19.66,2026-01-29,577732.0,20.12,19.17,20.01
4726032.84,21.63,2026-02-01,219000.0,21.63,21.22,21.22
21502896.03,23.79,2026-02-02,946724.0,23.79,21.3,22.0
22666558.51,24.91,2026-02-03,918991.0,25.36,23.72,24.28
15233286.17,23.1,2026-02-04,654226.0,24.28,22.47,24.28
10342744.0,25.41,2026-02-05,424787.0,25.41,22.68,23.12
25287676.2,25.3,2026-02-08,982818.0,26.5,25.12,25.9
13378174.76,25.16,2026-02-09,529337.0,25.95,24.68,25.18
13045576.55,24.08,2026-02-10,533837.0,25.25,24.0,24.47
16491545.69,24.92,2026-02-11,660670.0,25.9,23.7,24.63
13916715.99,23.42,2026-02-12,584842.0,24.62,23.35,24.48
