amount,close,date,volume,high,low,open
591150.31,24.19,2025-11-19,24498.0,24.33,23.9,24.33
995576.14,23.14,2025-11-20,42660.0,24.0,23.01,23.9
1090518.87,24.22,2025-11-23,45544.0,24.48,23.3,23.4
2786003.3,25.57,2025-11-24,109017.0,26.19,24.2,24.2
2439342.9,25.68,2025-11-25,94097.0,26.35,25.57,26.08
1658319.92,25.54,2025-11-26,65381.0,25.73,25.07,25.17
1253594.57,25.83,2025-11-27,48995.0,25.85,25.36,25.49
1825585.18,26.2,2025-11-30,69626.0,26.6,25.56,25.56
5441649.19,27.29,2025-12-01,197735.0,28.82,26.13,26.17
3641010.59,26.95,2025-12-02,136150.0,27.61,26.22,27.58
4716946.5,27.91,2025-12-03,170799.0,28.12,26.7,26.7
5218288.62,28.81,2025-12-04,182857.0,29.79,27.45,29.21
5987933.01,28.4,2025-12-07,207848.0,29.45,28.32,28.8
3469354.45,27.88,2025-12-08,123715.0,28.53,27.63,28.0
4959056.34,29.0,2025-12-09,173993.0,29.58,27.3,27.74
3911089.59,28.62,2025-12-10,135921.0,29.6,28.42,29.6
4937960.25,29.17,2025-12-11,169859.0,29.98,28.2,28.32
5351948.04,29.45,2025-12-14,183187.0,29.85,28.1,28.77
2227993.77,28.14,2025-12-15,78856.0,29.04,27.85,29.01
6333874.75,29.64,2025-12-16,215412.0,30.95,27.82,28.0
8449795.57,29.93,2025-12-17,279060.0,31.05,28.86,29.0
6521126.85,29.69,2025-12-18,217105.0,31.0,29.4,29.68
10527243.07,30.61,2025-12-21,339771.0,32.18,29.29,29.92
6265721.75,28.89,2025-12-22,213119.0,30.45,28.7,30.23
5076792.8,29.75,2025-12-23,171564.0,30.12,28.51,28.7
8171708.38,32.73,2025-12-24,253012.0,32.73,30.19,30.5
16759017.76,36.0,2025-12-25,479793.0,36.0,32.16,34.0
12386800.04,33.5,2025-12-28,363235.0,35.64,33.0,35.64
7666521.19,31.51,2025-12-29,237279.0,33.48,31.37,33.17
11539730.15,34.66,2025-12-30,338388.0,34.66,31.9,31.9
14432680.16,35.9,2026-01-04,407876.0,36.9,33.93,36.0
11393382.85,34.79,2026-01-05,332625.0,35.3,33.02,34.65
10725991.89,35.31,2026-01-06,307396.0,36.2,33.1,34.5
14367287.93,37.08,2026-01-07,397943.0,38.18,33.75,34.41
15693717.21,39.97,2026-01-08,405462.0,40.79,36.6,37.1
14372390.65,41.98,2026-01-11,343081.0,43.88,39.63,41.68
7497023.41,37.78,2026-01-12,195745.0,40.77,37.78,40.77
9363836.05,39.35,2026-01-13,238670.0,41.43,36.88,38.0
5660306.72,35.42,2026-01-14,157907.0,37.16,35.42,37.16
6376692.95,35.65,2026-01-15,178319.0,36.88,34.66,35.05
4953651.91,36.46,2026-01-18,135126.0,37.42,35.26,35.26
6201483.47,33.25,2026-01-19,182079.0,36.47,32.84,36.35
3357120.89,32.67,2026-01-20,102188.0,33.38,32.38,33.06
5113040.32,32.54,2026-01-21,156424.0,33.18,32.28,32.71
6978974.2,34.35,2026-01-22,206058.0,34.42,32.72,32.8
4671247.23,32.03,2026-01-25,143595.0,34.25,31.71,34.25
2203045.54,32.06,2026-01-26,69603.0,32.29,30.94,31.56
9582703.31,33.64,2026-01-27,279466.0,35.27,33.32,33.5
5256069.45,32.66,2026-01-28,159462.0,33.71,32.19,32.88
7513346.97,35.93,2026-01-29,217727.0,35.93,31.87,32.23
14639589.24,37.2,2026-02-01,391276.0,38.88,36.21,37.8
9539393.67,37.58,2026-02-02,254105.0,38.84,36.59,37.19
7125309.36,37.11,2026-02-03,192490.0,38.2,36.38,36.88
4822684.93,36.36,2026-02-04,132588.0,37.01,35.89,36.0
6624526.1,40.0,2026-02-05,169884.0,40.0,36.06,36.12
12687530.14,40.56,2026-02-08,313964.0,41.2,39.35,40.16
12405247.45,43.76,2026-02-09,293377.0,44.49,40.08,40.29
11655523.75,41.67,2026-02-10,270642.0,45.08,41.65,42.5
10694836.26,42.76,2026-02-11,252263.0,44.48,40.42,42.88
8380748.18,39.65,2026-02-12,207036.0,42.84,39.59,41.66
