amount,close,date,volume,high,low,open
5893018.49,23.21,2025-11-19,251359.0,23.78,23.1,23.68
7240335.68,22.9,2025-11-20,314143.0,23.43,22.85,23.42
8605973.32,22.62,2025-11-23,380191.0,23.08,22.34,23.0
6085550.38,22.7,2025-11-24,269416.0,22.83,22.3,22.79
3494398.78,22.48,2025-11-25,154734.0,22.82,22.47,22.6
5316918.26,23.04,2025-11-26,233325.0,23.06,22.39,22.48
4423989.24,22.68,2025-11-27,194311.0,23.0,22.61,22.9
5799268.56,22.89,2025-11-30,255273.0,22.9,22.46,22.5
5325261.0,22.82,2025-12-01,234624.0,22.98,22.51,22.98
1982508.5,22.62,2025-12-02,87312.0,22.86,22.61,22.7
3997082.13,22.66,2025-12-03,176118.0,22.85,22.56,22.65
2026200.94,22.62,2025-12-04,89546.0,22.76,22.47,22.76
8367890.04,22.29,2025-12-07,377015.0,22.52,21.88,22.48
5903601.84,22.0,2025-12-08,267173.0,22.35,21.93,22.24
4695915.18,21.89,2025-12-09,213894.0,22.14,21.83,21.95
6390885.58,21.77,2025-12-10,292352.0,22.18,21.69,21.97
13807059.88,21.86,2025-12-11,636511.0,22.08,21.48,21.93
6741594.61,21.56,2025-12-14,311110.0,21.84,21.47,21.62
4205374.81,21.62,2025-12-15,196074.0,21.64,21.26,21.55
6063725.84,21.37,2025-12-16,282865.0,21.6,21.3,21.58
9625739.68,22.17,2025-12-17,440076.0,22.21,21.4,21.52
6814718.51,21.8,2025-12-18,311714.0,22.03,21.7,22.0
7088305.28,21.99,2025-12-21,324396.0,22.1,21.56,21.89
5079180.86,21.8,2025-12-22,232622.0,22.07,21.7,21.95
6728020.52,21.73,2025-12-23,311082.0,21.85,21.47,21.8
4519175.87,21.63,2025-12-24,208171.0,21.9,21.57,21.73
4434484.77,21.58,2025-12-25,205073.0,21.78,21.48,21.55
6448281.03,21.68,2025-12-28,296787.0,22.03,21.48,21.58
3952037.16,21.56,2025-12-29,183611.0,21.73,21.37,21.66
6078988.32,21.32,2025-12-30,285184.0,21.58,21.1,21.47
7046631.91,21.62,2026-01-04,324585.0,21.97,21.46,21.54
9582901.44,22.15,2026-01-05,434820.0,22.29,21.53,21.71
12179175.32,22.43,2026-01-06,546501.0,22.62,21.86,22.35
9930224.71,22.48,2026-01-07,441992.0,22.72,22.21,22.58
7829188.06,22.59,2026-01-08,346674.0,22.7,22.34,22.35
6968321.59,22.59,2026-01-11,308388.0,22.95,22.43,22.59
6377389.41,22.5,2026-01-12,281304.0,23.03,22.4,22.8
5658945.43,22.38,2026-01-13,252011.0,22.67,22.25,22.51
5182660.41,22.22,2026-01-14,230954.0,22.74,22.18,22.26
5747960.83,21.95,2026-01-15,260830.0,22.48,21.65,22.32
5694588.69,21.91,2026-01-18,260597.0,22.09,21.68,21.85
8636118.53,22.18,2026-01-19,393030.0,22.32,21.65,21.88
8696558.92,21.48,2026-01-20,402066.0,22.18,21.43,22.17
10916688.3,21.89,2026-01-21,501179.0,22.09,21.39,21.5
7340497.69,21.41,2026-01-22,340688.0,21.84,21.34,21.84
10805712.06,21.92,2026-01-25,497637.0,21.99,21.35,21.41
7049557.56,21.34,2026-01-26,325864.0,22.16,21.31,21.8
16508200.51,21.88,2026-01-27,755971.0,22.31,21.16,21.38
15330406.33,22.2,2026-01-28,699930.0,22.22,21.62,22.08
16664743.64,22.28,2026-01-29,752531.0,22.7,21.76,22.26
18869728.5,20.93,2026-02-01,887032.0,21.91,20.76,21.91
7713085.27,20.85,2026-02-02,369731.0,21.09,20.65,21.09
26472892.06,22.68,2026-02-03,1190622.0,22.84,20.98,20.99
12428750.14,22.03,2026-02-04,562622.0,22.31,21.89,22.31
7572118.62,22.08,2026-02-05,342536.0,22.32,21.7,21.8
7604246.31,22.66,2026-02-08,337424.0,22.78,22.08,22.08
6539192.14,23.06,2026-02-09,285051.0,23.19,22.47,22.66
6173973.69,23.27,2026-02-10,266425.0,23.38,22.89,23.05
6856591.48,23.38,2026-02-11,293373.0,23.59,23.1,23.25
7327708.56,22.77,2026-02-12,319750.0,23.27,22.71,23.27
