amount,close,date,volume,high,low,open
3118153.56,142.29,2025-11-19,21708.0,146.46,142.02,145.79
6135466.55,143.35,2025-11-20,42792.0,146.45,139.62,140.3
5183956.68,145.51,2025-11-23,35992.0,147.38,140.5,143.81
6196291.62,143.71,2025-11-24,42578.0,147.71,143.54,147.0
4794611.14,145.31,2025-11-25,33034.0,146.6,141.9,142.8
3547807.71,144.8,2025-11-26,24317.0,147.5,144.2,145.01
4747723.67,146.93,2025-11-27,32596.0,147.3,143.0,144.4
5294204.22,149.9,2025-11-30,35671.0,149.9,146.57,146.71
5044983.52,144.39,2025-12-01,34517.0,149.97,144.12,149.97
1541263.54,145.45,2025-12-02,10678.0,145.98,143.0,144.92
13729949.55,153.21,2025-12-03,89641.0,157.66,149.49,150.0
4985010.71,157.49,2025-12-04,32214.0,157.49,151.49,152.0
9260058.52,158.92,2025-12-07,58738.0,159.8,155.1,157.32
6249114.07,157.79,2025-12-08,39396.0,160.72,156.8,157.11
5119588.01,158.27,2025-12-09,32497.0,158.85,156.13,156.61
6324665.65,153.84,2025-12-10,40589.0,158.87,153.84,158.19
6877708.71,153.5,2025-12-11,44955.0,155.0,150.79,153.29
6558353.96,153.67,2025-12-14,42030.0,157.77,152.49,153.0
2715694.99,150.68,2025-12-15,17904.0,155.12,149.9,152.99
4469342.82,154.66,2025-12-16,29262.0,155.0,150.03,151.0
3999569.51,151.76,2025-12-17,26067.0,156.18,151.48,152.17
4352009.12,154.14,2025-12-18,28123.0,156.28,152.9,152.9
8356396.89,159.35,2025-12-21,52822.0,160.8,155.3,157.27
5243967.4,156.35,2025-12-22,33359.0,159.24,155.6,159.24
5406989.8,159.75,2025-12-23,34208.0,159.95,155.6,156.38
11915743.36,167.24,2025-12-24,72022.0,170.0,159.84,160.89
10321501.42,169.48,2025-12-25,61358.0,171.98,165.2,167.2
14514838.72,175.01,2025-12-28,83239.0,179.43,168.11,168.42
20269872.91,191.1,2025-12-29,109665.0,200.0,171.51,172.02
20504717.96,192.1,2025-12-30,107188.0,196.3,185.35,191.07
16268548.35,191.06,2026-01-04,85060.0,195.99,187.12,187.5
22196641.47,199.8,2026-01-05,112845.0,203.38,191.36,191.36
20877154.13,190.88,2026-01-06,108190.0,198.63,189.23,195.0
13397345.8,191.0,2026-01-07,69879.0,194.66,188.0,189.0
17205869.9,195.7,2026-01-08,87831.0,199.77,190.0,190.0
18617919.5,198.0,2026-01-11,94850.0,199.88,191.83,196.08
25693532.89,205.0,2026-01-12,123824.0,215.24,195.0,197.88
22640474.41,200.0,2026-01-13,109195.0,220.0,198.93,203.0
17270326.56,200.87,2026-01-14,86582.0,205.48,195.5,199.6
24654017.4,220.5,2026-01-15,114061.0,227.63,201.03,201.03
19984694.47,214.35,2026-01-18,91462.0,223.66,213.88,223.0
17041282.09,216.44,2026-01-19,78419.0,223.07,212.61,214.42
9959656.3,215.0,2026-01-20,46315.0,219.97,211.77,212.78
16489963.9,211.7,2026-01-21,77258.0,221.0,207.89,216.0
15766929.3,216.21,2026-01-22,72481.0,224.41,211.5,211.5
18040887.8,204.4,2026-01-25,84733.0,229.66,203.68,225.0
19471582.49,221.0,2026-01-26,91948.0,224.0,201.01,203.7
14078527.52,210.54,2026-01-27,65992.0,219.79,208.9,218.0
13589220.11,212.46,2026-01-28,62815.0,223.43,210.2,210.4
29027862.37,229.0,2026-01-29,130410.0,240.24,205.17,212.96
22355968.06,219.28,2026-02-01,100100.0,232.28,216.41,226.0
18523427.8,224.99,2026-02-02,82583.0,229.96,216.3,220.54
15241382.33,216.51,2026-02-03,70462.0,222.52,212.66,221.56
15939862.96,205.12,2026-02-04,77306.0,211.8,202.88,210.0
22459042.47,217.4,2026-02-05,104709.0,224.06,198.76,202.0
17029354.48,226.12,2026-02-08,76719.0,227.0,215.88,221.0
15648299.5,229.0,2026-02-09,68310.0,233.68,225.36,226.5
10893730.84,228.8,2026-02-10,47449.0,235.5,225.02,228.0
14721303.11,234.48,2026-02-11,62955.0,237.55,229.95,230.51
22969704.04,242.38,2026-02-12,96655.0,242.5,228.57,231.0
