amount,close,date,volume,high,low,open
2362901.25,17.14,2025-11-19,137561.0,17.44,17.04,17.3
3861988.13,16.21,2025-11-20,234077.0,17.05,16.2,16.81
2730162.41,16.5,2025-11-23,166295.0,16.71,16.15,16.28
2857007.61,16.95,2025-11-24,168632.0,17.2,16.59,16.69
2816645.46,16.87,2025-11-25,165685.0,17.25,16.73,16.97
2449205.0,16.81,2025-11-26,144182.0,17.24,16.78,16.93
2355495.57,16.95,2025-11-27,139407.0,17.07,16.72,16.83
3331707.12,16.8,2025-11-30,199109.0,17.0,16.55,16.96
1929731.93,16.53,2025-12-01,116549.0,16.76,16.47,16.76
1876176.78,16.17,2025-12-02,115218.0,16.55,16.16,16.51
2402934.42,16.31,2025-12-03,148545.0,16.47,15.87,16.26
1404602.23,16.48,2025-12-04,86005.0,16.51,16.09,16.26
3354942.19,16.74,2025-12-07,200820.0,16.9,16.44,16.6
2692156.7,16.48,2025-12-08,163172.0,16.67,16.38,16.67
3258328.57,16.6,2025-12-09,196812.0,16.75,16.35,16.39
5994956.73,16.76,2025-12-10,358095.0,17.04,16.35,16.57
4634969.99,16.66,2025-12-11,278859.0,16.83,16.39,16.77
2483768.84,16.43,2025-12-14,151180.0,16.6,16.29,16.5
1904962.83,16.0,2025-12-15,118927.0,16.45,15.84,16.41
2844782.25,16.19,2025-12-16,178668.0,16.24,15.66,15.97
4998694.67,16.58,2025-12-17,298347.0,17.27,16.12,16.15
3386238.42,16.35,2025-12-18,205567.0,16.67,16.34,16.62
7783460.96,17.24,2025-12-21,452618.0,17.42,16.49,16.51
5122284.61,17.3,2025-12-22,294620.0,17.57,17.16,17.16
3695625.97,17.39,2025-12-23,212900.0,17.56,17.24,17.27
3626457.14,17.38,2025-12-24,209738.0,17.5,17.07,17.35
4397294.56,17.41,2025-12-25,251142.0,17.83,17.28,17.36
4061203.59,17.44,2025-12-28,231361.0,17.78,17.32,17.4
4169003.7,17.57,2025-12-29,236624.0,17.78,17.27,17.28
4211706.25,17.64,2025-12-30,239351.0,17.88,17.36,17.71
5871636.18,18.35,2026-01-04,322590.0,18.39,17.72,17.72
7802509.64,18.63,2026-01-05,417468.0,18.98,18.21,18.3
8871787.52,18.84,2026-01-06,472297.0,19.09,18.55,18.78
9628663.6,19.48,2026-01-07,496364.0,19.88,19.03,19.07
7486901.57,19.26,2026-01-08,388387.0,19.59,19.06,19.59
8129292.19,19.24,2026-01-11,424692.0,19.38,18.91,19.05
6285276.38,18.51,2026-01-12,332865.0,19.39,18.47,19.3
5559768.32,18.85,2026-01-13,295519.0,19.22,18.4,18.4
5211450.3,19.26,2026-01-14,274539.0,19.27,18.59,18.65
6146942.23,19.35,2026-01-15,317356.0,19.67,19.02,19.51
12997866.35,20.46,2026-01-18,636518.0,21.29,19.99,21.29
10712292.29,19.6,2026-01-19,544992.0,20.1,19.27,19.81
5326385.42,19.36,2026-01-20,274825.0,19.71,19.09,19.31
9737858.97,18.49,2026-01-21,521019.0,19.6,18.34,19.51
11911431.36,19.97,2026-01-22,613546.0,20.16,18.35,18.35
7787719.33,19.14,2026-01-25,402132.0,20.22,18.9,19.97
4605570.26,19.06,2026-01-26,243053.0,19.3,18.29,19.0
7458791.23,19.65,2026-01-27,380256.0,19.98,19.15,19.15
7745340.98,19.3,2026-01-28,396536.0,20.0,19.17,19.68
4566823.49,18.94,2026-01-29,238510.0,19.58,18.7,19.23
6054830.77,17.73,2026-02-01,333515.0,18.81,17.73,18.62
3474410.96,18.2,2026-02-02,191427.0,18.36,17.96,18.08
3032514.16,17.94,2026-02-03,168942.0,18.21,17.8,18.14
3705939.42,17.41,2026-02-04,212519.0,17.78,17.26,17.78
1988446.86,17.26,2026-02-05,114409.0,17.54,17.18,17.18
2530673.69,17.73,2026-02-08,143062.0,17.8,17.51,17.56
2184348.01,17.74,2026-02-09,122933.0,17.94,17.63,17.71
1933122.5,17.77,2026-02-10,108142.0,18.16,17.61,17.74
1920997.74,17.91,2026-02-11,107540.0,17.99,17.7,17.86
8258677.19,18.95,2026-02-12,438281.0,19.5,17.8,17.82
