amount,close,date,volume,high,low,open
3589082.13,48.05,2025-11-19,73606.0,50.74,47.82,49.5
4060533.37,45.99,2025-11-20,87343.0,47.77,45.99,46.44
3115364.91,45.55,2025-11-23,68373.0,46.35,44.69,46.02
3410786.94,46.78,2025-11-24,72804.0,47.38,46.18,46.18
3585160.7,46.97,2025-11-25,76537.0,47.99,45.6,46.11
3053796.62,46.4,2025-11-26,64160.0,48.43,46.3,47.0
2067860.87,46.03,2025-11-27,45002.0,47.0,45.68,47.0
2981110.79,47.21,2025-11-30,64080.0,47.38,45.68,46.02
2354791.18,47.39,2025-12-01,49974.0,47.6,46.5,46.8
2177985.27,46.86,2025-12-02,46052.0,48.67,46.6,47.25
1754658.32,47.08,2025-12-03,37403.0,47.68,46.12,46.74
1597625.53,47.8,2025-12-04,33616.0,47.99,46.61,46.61
7208756.0,50.34,2025-12-07,144970.0,51.08,47.63,47.63
4664256.14,50.79,2025-12-08,92033.0,51.3,50.05,50.15
7174510.02,53.28,2025-12-09,135890.0,53.78,50.66,50.66
16050091.15,57.68,2025-12-10,285694.0,58.36,52.45,52.8
16318791.14,61.43,2025-12-11,273851.0,61.81,56.47,57.1
14100050.98,61.5,2025-12-14,227922.0,63.38,60.88,61.2
7019259.39,59.8,2025-12-15,116133.0,62.85,58.97,62.0
12920668.16,63.13,2025-12-16,211758.0,63.8,57.78,60.42
10456124.86,60.2,2025-12-17,171025.0,63.3,59.99,62.33
6223222.24,59.6,2025-12-18,103918.0,61.44,59.01,61.0
7144989.83,61.5,2025-12-21,117271.0,61.93,59.84,60.6
6380895.1,61.77,2025-12-22,103888.0,62.17,60.7,61.51
9836817.58,63.1,2025-12-23,157454.0,63.7,61.15,61.8
6509220.72,61.58,2025-12-24,105204.0,63.39,61.2,62.97
7699572.24,59.44,2025-12-25,128773.0,61.28,58.96,61.03
5301414.11,59.38,2025-12-28,89717.0,59.94,58.41,59.15
6052057.34,61.89,2025-12-29,99720.0,62.39,58.88,58.88
5878923.93,63.01,2025-12-30,94180.0,63.57,61.25,62.17
8561614.23,65.78,2026-01-04,130698.0,67.88,63.85,65.0
10379584.49,62.99,2026-01-05,164758.0,65.78,61.8,65.78
11133522.71,65.92,2026-01-06,168619.0,67.56,63.48,63.49
6932883.23,64.29,2026-01-07,107525.0,65.95,63.38,65.92
7768483.23,63.94,2026-01-08,122028.0,65.59,62.34,63.7
5785529.23,63.19,2026-01-11,91662.0,63.94,62.6,62.6
5424764.2,61.6,2026-01-12,86756.0,64.28,61.6,63.19
4806688.44,60.94,2026-01-13,78747.0,62.7,59.92,62.0
4370788.58,61.6,2026-01-14,71598.0,61.95,60.31,60.94
12578796.77,66.9,2026-01-15,190835.0,67.76,62.32,62.6
8556795.82,68.85,2026-01-18,126120.0,69.46,65.9,66.35
6950779.82,68.43,2026-01-19,101849.0,70.31,66.35,68.86
8415791.9,72.88,2026-01-20,116466.0,74.47,69.13,69.13
10125733.9,72.78,2026-01-21,140161.0,74.29,70.61,72.9
6165190.53,72.37,2026-01-22,85796.0,73.59,70.65,73.59
7623772.25,74.01,2026-01-25,103258.0,74.96,71.62,71.88
6349087.66,76.7,2026-01-26,84244.0,77.65,72.3,74.11
11737274.06,76.0,2026-01-27,152739.0,80.6,74.0,77.9
7873500.34,73.0,2026-01-28,106095.0,76.88,72.5,76.0
12004088.16,77.79,2026-01-29,158885.0,79.57,70.61,71.71
9867088.98,72.81,2026-02-01,132081.0,78.01,72.81,75.27
10047455.5,79.53,2026-02-02,130202.0,79.65,74.27,74.27
10169167.49,81.6,2026-02-03,125821.0,82.1,78.92,81.0
9728781.31,78.83,2026-02-04,123767.0,81.89,76.85,81.31
8010387.07,77.4,2026-02-05,101679.0,80.98,77.4,78.01
10194018.18,77.69,2026-02-08,130616.0,80.68,76.2,80.0
6597813.65,77.3,2026-02-09,85364.0,79.9,75.88,78.08
6202978.08,75.17,2026-02-10,81961.0,77.69,75.0,76.27
9305177.27,75.09,2026-02-11,123501.0,77.5,73.88,75.3
10311303.47,77.96,2026-02-12,132809.0,79.44,74.08,74.26
