amount,close,date,volume,high,low,open
786918.83,4.67,2025-11-19,167868.0,4.75,4.65,4.72
1212744.53,4.45,2025-11-20,268570.0,4.67,4.43,4.65
749127.36,4.48,2025-11-23,167315.0,4.52,4.43,4.45
1517083.81,4.69,2025-11-24,328011.0,4.71,4.47,4.49
2660171.76,4.82,2025-11-25,551010.0,4.95,4.63,4.7
1076114.21,4.76,2025-11-26,226118.0,4.81,4.73,4.79
3613786.32,5.06,2025-11-27,724075.0,5.12,4.75,4.77
3386225.14,5.23,2025-11-30,646030.0,5.37,5.07,5.1
2673912.63,5.25,2025-12-01,511991.0,5.34,5.1,5.22
1094509.95,5.13,2025-12-02,212338.0,5.25,5.11,5.25
1318090.08,5.08,2025-12-03,257575.0,5.22,5.05,5.14
1883198.75,5.23,2025-12-04,363969.0,5.31,5.02,5.1
1763139.75,5.75,2025-12-07,306633.0,5.75,5.75,5.75
7082653.56,6.33,2025-12-08,1120997.0,6.33,6.13,6.33
2125277.76,6.96,2025-12-09,305356.0,6.96,6.96,6.96
6775775.56,7.66,2025-12-10,884566.0,7.66,7.66,7.66
16660039.79,8.43,2025-12-11,2024661.0,8.43,7.9,8.0
32899109.43,9.27,2025-12-14,3635839.0,9.27,8.55,8.84
22251147.5,9.33,2025-12-15,2412457.0,9.74,8.76,9.0
24396089.85,9.05,2025-12-16,2768439.0,9.23,8.4,9.06
29971969.36,9.6,2025-12-17,3225637.0,9.6,8.88,9.15
32039422.59,10.39,2025-12-18,3261506.0,10.39,9.37,9.37
32787665.51,10.9,2025-12-21,3148857.0,10.98,9.89,10.16
41018192.58,10.03,2025-12-22,3753447.0,11.87,9.89,10.7
23172940.95,11.03,2025-12-23,2176078.0,11.03,9.6,9.6
10211397.79,12.13,2025-12-24,842609.0,12.13,12.02,12.13
57964565.97,13.34,2025-12-25,4430545.0,13.34,12.54,13.0
40783306.57,12.66,2025-12-28,3307654.0,12.88,12.05,12.05
26495016.8,11.94,2025-12-29,2137622.0,13.09,11.72,12.27
27776844.67,12.47,2025-12-30,2249484.0,12.65,11.89,11.89
27099905.47,12.99,2026-01-04,2165675.0,12.99,11.78,12.25
33952206.15,13.53,2026-01-05,2627888.0,13.53,12.46,12.58
26785154.94,13.11,2026-01-06,2054452.0,13.29,12.78,12.83
30716272.49,13.79,2026-01-07,2273458.0,13.89,13.05,13.1
30026810.44,13.51,2026-01-08,2209421.0,13.9,13.12,13.53
38479919.28,14.64,2026-01-11,2735516.0,14.64,13.42,13.42
12378233.9,13.18,2026-01-12,928940.0,13.86,13.18,13.83
17638995.35,11.86,2026-01-13,1473154.0,12.47,11.86,11.86
7999068.14,10.67,2026-01-14,742936.0,11.3,10.67,11.2
17742307.84,9.91,2026-01-15,1768984.0,10.57,9.61,10.05
10094684.63,9.93,2026-01-18,1007579.0,10.18,9.78,9.78
11987610.83,9.27,2026-01-19,1271662.0,10.09,9.01,9.95
5685910.87,9.23,2026-01-20,611958.0,9.39,9.2,9.26
14896646.25,10.15,2026-01-21,1515364.0,10.15,9.36,9.44
20957738.24,10.7,2026-01-22,1966293.0,10.98,10.3,10.3
10734559.36,10.06,2026-01-25,1058144.0,10.7,9.8,10.7
17614076.12,10.7,2026-01-26,1624314.0,11.07,10.08,10.08
19683412.59,11.77,2026-01-27,1776900.0,11.77,10.49,10.49
25552651.7,11.9,2026-01-28,2167050.0,12.34,11.02,11.77
15247486.93,11.32,2026-01-29,1315534.0,11.95,11.3,11.5
20743405.45,11.81,2026-02-01,1740349.0,12.3,11.57,11.68
28236122.13,12.82,2026-02-02,2233084.0,12.99,11.91,12.26
21756438.05,12.4,2026-02-03,1727267.0,13.1,12.2,12.7
18201567.45,11.8,2026-02-04,1532539.0,12.42,11.29,11.96
12429208.44,11.84,2026-02-05,1040713.0,12.25,11.6,11.6
13620362.64,11.77,2026-02-08,1150646.0,12.29,11.61,12.25
13361755.36,11.0,2026-02-09,1202727.0,11.68,10.88,11.68
15174754.16,12.1,2026-02-10,1281506.0,12.1,11.0,11.0
19293099.28,11.22,2026-02-11,1700691.0,11.72,11.15,11.72
11205285.14,10.76,2026-02-12,1020037.0,11.3,10.74,11.11
