amount,close,date,volume,high,low,open
1826176.21,11.56,2025-11-19,157035.0,11.87,11.45,11.75
2127866.12,10.69,2025-11-20,193780.0,11.39,10.69,11.39
1165910.63,10.93,2025-11-23,107670.0,10.97,10.68,10.8
917623.28,10.97,2025-11-24,83158.0,11.18,10.93,11.0
1282476.23,11.04,2025-11-25,115185.0,11.31,11.0,11.0
1010481.49,10.88,2025-11-26,91872.0,11.15,10.86,11.1
1425342.48,11.26,2025-11-27,128478.0,11.29,10.79,10.85
1320583.18,11.21,2025-11-30,117129.0,11.45,11.12,11.38
1639708.67,11.33,2025-12-01,144476.0,11.56,11.14,11.23
1593656.35,11.23,2025-12-02,142571.0,11.39,10.95,11.16
1328713.17,11.17,2025-12-03,118289.0,11.4,11.1,11.29
2243841.43,11.68,2025-12-04,195390.0,11.68,11.12,11.15
1651738.69,11.81,2025-12-07,140488.0,11.91,11.56,11.91
1243370.51,11.62,2025-12-08,106330.0,11.93,11.57,11.74
940724.86,11.59,2025-12-09,81186.0,11.72,11.49,11.65
1480033.12,11.52,2025-12-10,127285.0,11.77,11.49,11.72
1258005.37,11.53,2025-12-11,108562.0,11.78,11.43,11.74
2642791.59,11.94,2025-12-14,223638.0,11.96,11.38,11.42
2444084.45,11.98,2025-12-15,203572.0,12.18,11.75,11.89
5328687.25,12.2,2025-12-16,439042.0,12.46,11.74,12.06
3750921.24,12.06,2025-12-17,308055.0,12.37,11.9,11.93
4441128.13,12.65,2025-12-18,357490.0,12.8,11.92,12.06
10951802.88,13.71,2025-12-21,798269.0,13.92,12.89,12.89
7778501.62,15.08,2025-12-22,530457.0,15.08,13.94,13.94
12291715.53,14.08,2025-12-23,863742.0,15.44,13.88,15.3
7025784.15,13.55,2025-12-24,514750.0,13.95,13.46,13.85
11362662.57,14.59,2025-12-25,793931.0,14.91,13.53,13.79
9148362.69,14.87,2025-12-28,611769.0,15.31,14.65,14.92
4582948.68,14.7,2025-12-29,312906.0,14.98,14.32,14.51
4206997.77,14.46,2025-12-30,286392.0,14.99,14.44,14.71
3672164.73,14.31,2026-01-04,255632.0,14.74,14.11,14.51
6314552.24,15.03,2026-01-05,421838.0,15.52,14.42,14.61
6074221.26,16.53,2026-01-06,379901.0,16.53,15.17,15.33
8848748.99,15.8,2026-01-07,553074.0,16.53,15.62,16.25
8865807.91,16.55,2026-01-08,536522.0,17.12,15.7,15.8
8888277.16,16.22,2026-01-11,549626.0,16.87,15.85,16.85
5733800.07,15.95,2026-01-12,356149.0,16.42,15.79,16.26
11273547.6,17.4,2026-01-13,650858.0,17.55,16.01,16.01
11131262.35,19.14,2026-01-14,608802.0,19.14,17.38,17.38
13838149.27,19.3,2026-01-15,714731.0,20.09,18.32,18.95
10430131.51,20.1,2026-01-18,527082.0,20.66,18.67,19.0
14188680.65,20.94,2026-01-19,721534.0,21.1,18.38,20.1
11928197.52,22.6,2026-01-20,545685.0,22.72,20.37,20.81
10965719.83,21.78,2026-01-21,496891.0,23.11,21.42,22.38
10931817.22,22.28,2026-01-22,503621.0,23.23,20.86,21.77
8853178.31,24.51,2026-01-25,373683.0,24.51,22.28,22.3
15140264.63,26.22,2026-01-26,583491.0,26.96,24.6,24.6
15569882.96,28.84,2026-01-27,579230.0,28.84,25.37,26.5
17726501.98,27.84,2026-01-28,620903.0,30.77,26.75,29.71
17479486.68,26.12,2026-01-29,673039.0,28.85,25.06,25.55
18073988.9,27.1,2026-02-01,670244.0,28.12,24.92,24.92
16439387.32,27.06,2026-02-02,603637.0,28.05,26.64,27.23
12159313.34,26.8,2026-02-03,454579.0,28.0,26.01,27.4
11298944.41,25.87,2026-02-04,431695.0,27.4,25.2,26.18
11293199.26,28.46,2026-02-05,412060.0,28.46,25.49,25.87
17167608.62,30.2,2026-02-08,570423.0,31.0,28.62,29.42
15375263.9,31.83,2026-02-09,489730.0,32.08,30.71,30.71
8286258.83,35.01,2026-02-10,242832.0,35.01,32.1,32.1
29958944.02,38.51,2026-02-11,791127.0,38.51,35.76,36.9
24368425.36,36.38,2026-02-12,658971.0,38.75,36.0,37.59
