amount,close,date,volume,high,low,open
11502831.81,8.46,2025-11-19,1351560.0,8.8,8.06,8.2
9273700.64,7.48,2025-11-20,1202149.0,8.17,7.48,8.1
5168646.43,7.26,2025-11-23,704482.0,7.61,7.23,7.59
4086960.89,7.36,2025-11-24,559171.0,7.39,7.19,7.3
4485519.84,7.05,2025-11-25,627573.0,7.35,7.01,7.32
3366999.2,7.04,2025-11-26,474261.0,7.18,6.98,7.01
3345995.73,7.14,2025-11-27,469534.0,7.23,6.94,7.01
3017261.1,7.09,2025-11-30,425354.0,7.24,7.01,7.18
2422255.16,6.96,2025-12-01,347062.0,7.07,6.91,7.07
2017298.27,6.77,2025-12-02,295314.0,7.02,6.73,7.01
1899977.02,6.64,2025-12-03,284955.0,6.8,6.61,6.78
1084555.62,6.89,2025-12-04,159729.0,6.92,6.59,6.67
3198128.61,7.05,2025-12-07,455514.0,7.15,6.84,6.9
2382649.25,7.01,2025-12-08,342771.0,7.07,6.87,7.06
1827638.47,6.81,2025-12-09,267235.0,6.97,6.79,6.97
4438616.29,6.88,2025-12-10,640623.0,7.04,6.81,6.84
3071961.26,6.7,2025-12-11,454033.0,6.92,6.69,6.85
4053154.17,6.88,2025-12-14,587250.0,7.02,6.62,6.62
2120696.81,6.45,2025-12-15,322893.0,6.83,6.43,6.8
2035735.59,6.51,2025-12-16,317779.0,6.51,6.29,6.42
1867733.3,6.52,2025-12-17,285081.0,6.67,6.38,6.41
1850469.17,6.59,2025-12-18,279420.0,6.75,6.51,6.51
1518137.1,6.54,2025-12-21,231152.0,6.63,6.51,6.58
1754953.06,6.5,2025-12-22,267365.0,6.72,6.47,6.57
2303309.9,6.67,2025-12-23,348774.0,6.71,6.42,6.48
2104148.13,6.73,2025-12-24,314933.0,6.77,6.57,6.66
5493332.23,6.95,2025-12-25,782625.0,7.17,6.82,6.84
3219167.64,6.89,2025-12-28,464069.0,7.1,6.83,6.98
1936481.54,6.65,2025-12-29,289333.0,6.83,6.64,6.83
4176774.45,6.7,2025-12-30,611166.0,7.06,6.66,6.8
2412803.88,6.71,2026-01-04,363506.0,6.73,6.53,6.68
3278607.85,6.91,2026-01-05,477023.0,6.93,6.69,6.72
3157325.57,7.01,2026-01-06,452193.0,7.08,6.89,6.9
3800471.91,7.15,2026-01-07,533695.0,7.22,6.9,6.96
4377661.35,7.19,2026-01-08,606356.0,7.4,7.09,7.13
6542144.79,7.51,2026-01-11,874086.0,7.7,7.06,7.06
4261921.45,7.28,2026-01-12,587568.0,7.5,7.14,7.5
3180427.75,7.26,2026-01-13,435505.0,7.42,7.14,7.2
4948923.07,7.44,2026-01-14,668655.0,7.56,7.18,7.2
3575812.98,7.43,2026-01-15,479856.0,7.59,7.34,7.45
2534241.29,7.28,2026-01-18,344993.0,7.48,7.22,7.38
2991343.5,7.06,2026-01-19,417435.0,7.43,7.01,7.23
2024731.78,7.14,2026-01-20,281520.0,7.35,7.02,7.05
3572764.69,7.3,2026-01-21,494427.0,7.34,7.02,7.17
12494129.13,8.22,2026-01-22,1544807.0,8.42,7.3,7.3
8073298.51,8.0,2026-01-25,985621.0,8.48,7.97,8.4
13268926.38,9.06,2026-01-26,1530875.0,9.29,7.8,7.83
11657388.22,8.81,2026-01-27,1296898.0,9.34,8.75,8.76
10715525.58,8.55,2026-01-28,1211599.0,9.37,8.52,8.81
6808354.84,8.18,2026-01-29,825195.0,8.62,7.95,8.44
4949794.22,7.95,2026-02-01,607519.0,8.4,7.94,8.29
7093872.73,8.6,2026-02-02,841680.0,8.72,8.16,8.18
15150526.51,10.32,2026-02-03,1563760.0,10.32,8.55,8.55
23114244.94,9.96,2026-02-04,2264957.0,10.58,9.8,10.23
16488141.46,10.1,2026-02-05,1655304.0,10.48,9.53,9.69
19951990.35,10.7,2026-02-08,1869710.0,11.38,10.08,10.25
12323679.02,9.98,2026-02-09,1213010.0,10.72,9.95,10.5
8530877.59,9.69,2026-02-10,860762.0,10.29,9.68,10.07
7437826.79,9.58,2026-02-11,777611.0,9.72,9.42,9.55
7067626.65,9.2,2026-02-12,760133.0,9.46,9.2,9.43
