amount,close,date,volume,high,low,open
8103064.94,28.25,2025-11-19,285573.0,28.68,28.16,28.38
13118761.98,27.9,2025-11-20,467037.0,29.4,27.15,28.03
14416357.6,29.43,2025-11-23,500654.0,29.44,27.85,27.88
13720554.88,29.62,2025-11-24,472431.0,29.62,28.45,29.13
9940731.57,28.21,2025-11-25,348396.0,29.44,28.1,29.44
5465591.14,27.82,2025-11-26,194676.0,28.34,27.81,28.01
7119094.23,28.55,2025-11-27,249327.0,29.1,28.07,28.07
8312511.98,28.52,2025-11-30,288597.0,29.28,28.42,28.92
6425853.17,28.52,2025-12-01,224998.0,29.01,27.98,28.21
3084069.06,28.01,2025-12-02,109303.0,28.62,27.98,28.62
5177858.4,27.57,2025-12-03,186455.0,28.2,27.51,27.71
3307823.96,28.45,2025-12-04,117999.0,28.55,27.37,27.52
8553852.93,28.65,2025-12-07,296281.0,29.25,28.52,28.67
6082383.32,28.7,2025-12-08,211967.0,29.06,28.33,28.42
14252966.05,29.18,2025-12-09,480699.0,31.13,28.88,29.56
14153765.74,29.67,2025-12-10,472708.0,30.74,29.59,30.5
15078178.4,30.83,2025-12-11,493671.0,31.19,29.54,29.54
13291716.27,30.36,2025-12-14,434134.0,31.3,30.09,31.01
7710314.6,28.72,2025-12-15,265761.0,30.03,28.58,30.03
8726009.1,28.58,2025-12-16,309945.0,28.8,27.61,28.5
6531673.64,28.74,2025-12-17,226661.0,29.3,28.17,28.3
8300113.68,29.3,2025-12-18,282125.0,29.96,28.76,28.76
6220171.56,28.79,2025-12-21,214439.0,29.3,28.71,29.22
5414800.4,28.2,2025-12-22,190645.0,28.94,28.07,28.7
9682901.95,29.58,2025-12-23,331420.0,29.76,28.03,28.11
10902772.99,30.5,2025-12-24,358696.0,30.69,29.54,29.54
8910567.37,30.37,2025-12-25,292630.0,30.85,30.01,30.52
8940994.56,30.85,2025-12-28,291396.0,30.99,30.1,30.45
5764540.24,30.6,2025-12-29,187481.0,31.04,30.45,30.82
6903149.58,30.4,2025-12-30,225580.0,31.07,30.28,30.6
7084177.36,30.69,2026-01-04,231733.0,31.05,30.09,31.0
10022727.52,31.38,2026-01-05,323903.0,31.39,30.35,30.43
8800502.13,31.39,2026-01-06,281444.0,31.66,30.86,31.4
13259212.22,32.38,2026-01-07,414303.0,32.5,31.08,31.1
20884456.86,33.81,2026-01-08,624367.0,34.57,32.49,32.49
21417419.46,35.42,2026-01-11,613568.0,35.8,33.89,34.53
15882974.79,32.43,2026-01-12,483719.0,34.68,32.19,34.56
10236756.44,31.87,2026-01-13,317054.0,33.04,31.5,32.43
6596038.96,31.72,2026-01-14,208294.0,32.31,31.22,31.75
5199137.69,31.41,2026-01-15,164245.0,32.16,31.32,31.9
12023628.63,33.1,2026-01-18,367020.0,34.2,31.18,31.25
9260440.14,32.55,2026-01-19,282096.0,34.09,32.05,32.91
10102084.68,32.91,2026-01-20,305424.0,33.74,32.3,32.56
39435264.18,39.49,2026-01-21,1043501.0,39.49,32.7,32.7
35320116.28,38.08,2026-01-22,924567.0,39.18,37.02,39.0
17532723.19,35.33,2026-01-25,485814.0,37.9,35.13,37.9
24665031.84,39.27,2026-01-26,647897.0,39.97,35.45,35.45
18917009.96,38.15,2026-01-27,492360.0,39.26,37.95,39.26
27646139.38,39.8,2026-01-28,698645.0,40.91,37.57,37.57
18128828.52,38.1,2026-01-29,476073.0,40.2,36.94,39.71
15489308.51,37.4,2026-02-01,403528.0,39.95,37.34,38.58
32981334.07,44.13,2026-02-02,794302.0,44.52,38.42,38.68
40865750.67,46.35,2026-02-03,882824.0,47.8,43.36,43.36
36228456.67,46.73,2026-02-04,766719.0,49.22,46.09,47.29
19087046.94,45.4,2026-02-05,418973.0,46.73,44.49,46.01
24520189.86,44.8,2026-02-08,551187.0,46.32,43.06,45.23
18985533.83,44.5,2026-02-09,426305.0,45.67,43.2,45.1
15714043.98,42.61,2026-02-10,362396.0,44.8,42.15,44.52
15249444.44,43.5,2026-02-11,352382.0,44.1,42.06,42.4
14611085.28,42.31,2026-02-12,341428.0,43.75,42.21,43.17
