amount,close,date,volume,high,low,open
15854075.36,22.3,2025-11-19,703016.0,23.0,22.22,22.49
14744205.4,21.44,2025-11-20,678594.0,22.24,21.41,21.97
9918888.68,21.19,2025-11-23,466376.0,21.57,21.02,21.43
14774630.65,22.07,2025-11-24,668641.0,22.5,21.77,21.83
10467688.47,22.18,2025-11-25,470041.0,22.52,22.03,22.11
8297402.93,22.14,2025-11-26,372900.0,22.52,22.09,22.29
12572830.96,22.48,2025-11-27,557018.0,22.87,22.35,22.42
17312712.08,22.87,2025-11-30,752266.0,23.3,22.66,23.01
8241416.5,22.48,2025-12-01,366546.0,22.69,22.35,22.51
3561517.7,22.37,2025-12-02,158232.0,22.76,22.34,22.55
10457655.1,22.13,2025-12-03,467838.0,22.75,21.95,22.5
6247948.14,22.85,2025-12-04,277113.0,22.96,22.02,22.05
15560719.98,22.35,2025-12-07,697333.0,22.8,22.16,22.71
18341881.57,21.31,2025-12-08,851186.0,22.12,21.22,22.12
11061466.23,21.81,2025-12-09,509764.0,21.82,21.52,21.57
13380709.71,21.8,2025-12-10,602873.0,22.55,21.74,22.13
16716680.49,22.6,2025-12-11,742208.0,22.82,22.25,22.41
17698265.51,23.16,2025-12-14,769863.0,23.18,22.51,22.51
11727818.06,21.88,2025-12-15,528551.0,22.89,21.72,22.81
16269341.27,22.62,2025-12-16,724647.0,22.78,22.02,22.1
11978742.6,22.72,2025-12-17,528057.0,22.9,22.36,22.59
11542168.82,22.87,2025-12-18,511483.0,22.92,22.11,22.5
18450942.21,23.85,2025-12-21,776397.0,24.1,23.22,23.22
20319249.56,24.13,2025-12-22,837576.0,24.65,23.96,24.38
16736199.81,23.95,2025-12-23,699972.0,24.48,23.67,24.45
16231912.16,23.2,2025-12-24,699828.0,23.58,23.0,23.58
14848977.08,23.44,2025-12-25,632692.0,23.61,23.25,23.5
17324151.62,22.88,2025-12-28,746961.0,23.57,22.84,23.52
14073287.03,23.37,2025-12-29,613615.0,23.55,22.13,22.14
10068504.04,23.36,2025-12-30,428922.0,23.95,23.12,23.22
14999965.73,24.22,2026-01-04,624449.0,24.32,23.61,23.98
18714710.41,24.72,2026-01-05,759929.0,24.93,24.28,24.3
15982078.88,24.57,2026-01-06,647686.0,25.08,24.31,24.72
16036843.78,24.25,2026-01-07,655823.0,25.15,23.94,24.45
17754218.71,24.93,2026-01-08,714924.0,25.14,24.28,24.31
22006523.68,25.02,2026-01-11,870130.0,25.95,24.93,25.7
18413053.08,25.64,2026-01-12,715484.0,26.13,25.05,25.12
16167034.27,26.15,2026-01-13,619812.0,26.33,25.77,25.98
18867781.64,26.2,2026-01-14,716104.0,27.01,25.8,26.01
16157924.31,25.61,2026-01-15,623342.0,26.74,25.48,26.08
16851698.94,26.95,2026-01-18,635372.0,27.05,25.93,26.07
22905468.5,27.56,2026-01-19,854054.0,27.66,25.9,27.0
34679328.58,29.9,2026-01-20,1191007.0,30.3,28.12,28.18
27542178.2,29.18,2026-01-21,949260.0,29.61,28.51,28.8
26270773.03,30.0,2026-01-22,863737.0,30.97,29.74,30.97
29291746.74,33.0,2026-01-25,900746.0,33.0,31.31,31.31
42752247.4,34.28,2026-01-26,1268351.0,35.01,32.3,32.3
59876995.24,37.71,2026-01-27,1643410.0,37.71,34.53,35.0
86281402.59,41.0,2026-01-28,2151318.0,41.48,37.84,39.99
41631371.82,36.9,2026-01-29,1119068.0,38.09,36.9,36.9
1951618.86,33.21,2026-02-01,58766.0,33.21,33.21,33.21
83827602.71,32.95,2026-02-02,2703488.0,34.2,29.89,30.5
45310304.07,31.56,2026-02-03,1428144.0,33.01,31.04,33.01
49414124.41,29.92,2026-02-04,1636501.0,31.37,29.41,30.36
31995475.92,29.55,2026-02-05,1091046.0,30.11,28.1,28.1
20076774.0,30.18,2026-02-08,666640.0,30.3,29.83,30.26
15753840.75,29.97,2026-02-09,521707.0,30.67,29.88,30.3
19840261.78,30.67,2026-02-10,651061.0,31.08,29.9,29.95
20194231.82,30.61,2026-02-11,652270.0,31.49,30.45,30.45
23733648.12,29.51,2026-02-12,796393.0,30.27,29.44,29.99
