amount,close,date,volume,high,low,open
4851711.69,3.09,2025-11-25,1559156.0,3.15,3.09,3.13
2481875.64,3.09,2025-11-26,804882.0,3.1,3.07,3.09
3001843.07,3.07,2025-11-27,973756.0,3.1,3.07,3.09
7161294.4,3.13,2025-11-30,2302648.0,3.13,3.07,3.08
4261293.5,3.12,2025-12-01,1365899.0,3.15,3.1,3.13
1806184.22,3.11,2025-12-02,578383.0,3.14,3.1,3.11
4601638.33,3.08,2025-12-03,1491110.0,3.12,3.07,3.11
2242339.48,3.05,2025-12-04,732428.0,3.09,3.04,3.08
4139568.56,3.08,2025-12-07,1348193.0,3.09,3.04,3.05
4236114.12,3.07,2025-12-08,1378321.0,3.1,3.05,3.08
3804015.27,3.05,2025-12-09,1246005.0,3.08,3.04,3.06
6086447.52,3.08,2025-12-10,1975558.0,3.1,3.05,3.06
7679123.47,3.03,2025-12-11,2515751.0,3.09,3.03,3.08
10467266.64,3.1,2025-12-14,3384343.0,3.12,3.03,3.04
2936996.93,3.06,2025-12-15,952502.0,3.11,3.06,3.1
4628268.81,3.06,2025-12-16,1514293.0,3.08,3.04,3.06
3523879.53,3.08,2025-12-17,1146746.0,3.09,3.05,3.06
2921889.28,3.07,2025-12-18,952056.0,3.09,3.06,3.08
3417887.33,3.05,2025-12-21,1119517.0,3.07,3.05,3.07
2388610.04,3.04,2025-12-22,784033.0,3.06,3.04,3.05
2145370.69,3.04,2025-12-23,706107.0,3.05,3.03,3.04
1320003.9,3.04,2025-12-24,433534.0,3.05,3.04,3.04
1576918.38,3.05,2025-12-25,517761.0,3.06,3.04,3.05
2405000.83,3.05,2025-12-28,788708.0,3.06,3.04,3.05
1985187.5,3.03,2025-12-29,653576.0,3.06,3.03,3.05
1736199.39,3.04,2025-12-30,571969.0,3.05,3.03,3.03
1822569.31,3.04,2026-01-04,600077.0,3.05,3.03,3.04
2023953.65,3.05,2026-01-05,664760.0,3.05,3.04,3.05
2090599.2,3.04,2026-01-06,686206.0,3.06,3.04,3.05
2183344.4,3.03,2026-01-07,719169.0,3.05,3.03,3.04
1981043.5,3.03,2026-01-08,653148.0,3.04,3.03,3.03
2301250.33,3.03,2026-01-11,758900.0,3.04,3.02,3.03
2495047.05,3.04,2026-01-12,820087.0,3.05,3.03,3.03
3190063.61,3.02,2026-01-13,1052542.0,3.05,3.02,3.04
2839167.56,3.0,2026-01-14,942495.0,3.03,3.0,3.03
2788923.86,2.98,2026-01-15,932677.0,3.01,2.98,3.0
1640242.76,2.98,2026-01-18,550758.0,2.99,2.97,2.97
3019436.48,3.0,2026-01-19,1011178.0,3.01,2.97,2.98
2605683.83,2.96,2026-01-20,876167.0,3.0,2.96,2.99
2585027.27,2.96,2026-01-21,871614.0,2.98,2.96,2.96
3125490.83,2.95,2026-01-22,1057273.0,2.97,2.95,2.97
2668177.72,2.94,2026-01-25,904901.0,2.96,2.94,2.95
1630480.84,2.92,2026-01-26,554743.0,2.95,2.92,2.94
3788471.95,2.91,2026-01-27,1297406.0,2.94,2.91,2.93
4562526.17,2.93,2026-01-28,1564608.0,2.94,2.89,2.91
3085567.93,2.91,2026-01-29,1053980.0,2.95,2.91,2.93
4656473.77,2.94,2026-02-01,1584523.0,2.96,2.9,2.91
2466348.03,2.92,2026-02-02,845421.0,2.94,2.91,2.94
1508591.23,2.93,2026-02-03,515106.0,2.94,2.91,2.92
4829486.71,2.97,2026-02-04,1633699.0,2.97,2.93,2.93
2652424.62,2.96,2026-02-05,896696.0,2.97,2.94,2.96
2448181.22,2.97,2026-02-08,824442.0,2.98,2.95,2.97
2937766.17,3.0,2026-02-09,983004.0,3.0,2.97,2.97
1851397.52,3.0,2026-02-10,617746.0,3.01,2.98,3.0
2835981.64,2.96,2026-02-11,953945.0,3.01,2.96,3.01
2730956.26,2.96,2026-02-12,920971.0,2.98,2.95,2.96
2429009.77,2.97,2026-02-23,815989.0,2.99,2.97,2.98
3148630.1,2.96,2026-02-24,1057059.0,3.0,2.96,2.97
2479937.61,2.97,2026-02-25,836725.0,2.98,2.95,2.97
4270470.04,2.98,2026-02-26,1432449.0,2.99,2.96,2.96
