amount,close,date,volume,high,low,open
6599823.85,12.04,2025-11-25,542673.0,12.41,12.03,12.4
3190119.83,11.93,2025-11-26,265701.0,12.08,11.93,12.02
2978977.48,12.12,2025-11-27,247792.0,12.14,11.92,11.94
5787020.38,12.34,2025-11-30,471008.0,12.35,12.13,12.15
4656250.53,12.38,2025-12-01,376064.0,12.44,12.26,12.32
1767302.38,12.37,2025-12-02,144047.0,12.4,12.19,12.36
5003687.88,12.3,2025-12-03,402832.0,12.55,12.3,12.33
2642893.31,12.55,2025-12-04,212345.0,12.55,12.29,12.31
8331900.98,12.63,2025-12-07,654700.0,12.86,12.59,12.59
5795291.15,12.43,2025-12-08,463681.0,12.71,12.4,12.58
3831201.64,12.5,2025-12-09,307310.0,12.55,12.38,12.4
6633761.05,12.55,2025-12-10,526642.0,12.74,12.44,12.48
4909530.4,12.68,2025-12-11,389815.0,12.68,12.48,12.58
9108626.65,12.75,2025-12-14,713197.0,12.91,12.56,12.73
7807573.65,12.83,2025-12-15,613919.0,12.98,12.45,12.69
8426161.92,12.7,2025-12-16,664797.0,12.95,12.52,12.84
12394698.79,12.9,2025-12-17,958746.0,13.17,12.59,12.61
11798412.53,13.12,2025-12-18,901071.0,13.27,12.87,12.88
8273738.31,12.96,2025-12-21,636425.0,13.13,12.93,13.12
9302947.74,12.84,2025-12-22,718654.0,13.24,12.8,12.95
7387269.7,12.97,2025-12-23,573315.0,13.01,12.73,12.76
14663627.24,13.34,2025-12-24,1104462.0,13.44,12.9,12.91
10980844.91,13.22,2025-12-25,831104.0,13.35,13.06,13.35
7810455.01,13.22,2025-12-28,590857.0,13.32,13.14,13.19
8662237.24,13.19,2025-12-29,651015.0,13.54,13.1,13.23
11412803.79,13.42,2025-12-30,854241.0,13.49,13.14,13.14
10962966.65,13.52,2026-01-04,813158.0,13.67,13.34,13.57
19880515.39,14.16,2026-01-05,1439175.0,14.25,13.39,13.49
18294274.36,14.01,2026-01-06,1304414.0,14.42,13.86,14.05
41991866.61,15.41,2026-01-07,2813611.0,15.41,13.91,13.95
51915432.17,15.51,2026-01-08,3288904.0,16.28,15.23,16.17
45310402.88,16.52,2026-01-11,2758857.0,16.97,15.66,15.66
35225287.31,14.91,2026-01-12,2309895.0,16.5,14.88,16.5
26652245.68,15.25,2026-01-13,1732988.0,15.79,14.9,14.9
16732970.26,14.76,2026-01-14,1127304.0,15.14,14.61,15.02
11365469.82,14.37,2026-01-15,782083.0,14.95,14.32,14.82
23236421.05,15.81,2026-01-18,1523301.0,15.81,14.32,14.35
30398154.74,15.7,2026-01-19,1920792.0,16.26,15.42,15.96
13424771.15,15.62,2026-01-20,856702.0,15.94,15.47,15.64
35144255.3,16.55,2026-01-21,2156801.0,16.86,15.58,15.58
26864007.54,16.48,2026-01-22,1624928.0,16.86,16.29,16.77
19153715.26,15.87,2026-01-25,1188166.0,16.43,15.85,16.36
16030802.93,16.42,2026-01-26,987909.0,16.56,15.8,15.8
17692252.07,15.97,2026-01-27,1084321.0,16.88,15.92,16.4
21283673.1,16.31,2026-01-28,1295457.0,16.71,15.86,15.9
15893821.38,15.52,2026-01-29,1019459.0,16.31,15.17,16.26
11711592.47,14.99,2026-02-01,770636.0,15.66,14.98,15.55
11368878.42,15.68,2026-02-02,730837.0,15.76,15.1,15.19
12526774.97,15.96,2026-02-03,780873.0,16.48,15.6,15.6
11092580.16,15.91,2026-02-04,696289.0,16.26,15.72,15.8
8467848.44,15.4,2026-02-05,544446.0,15.91,15.37,15.79
6538402.47,15.49,2026-02-08,419799.0,15.79,15.45,15.74
6895593.91,15.6,2026-02-09,445069.0,15.78,15.17,15.55
6718185.76,15.31,2026-02-10,434073.0,15.66,15.31,15.6
8954554.61,15.66,2026-02-11,578861.0,15.76,15.19,15.25
18242212.29,16.06,2026-02-12,1139695.0,16.29,15.48,15.53
13855187.1,16.2,2026-02-23,854838.0,16.4,15.93,16.14
9225915.58,16.15,2026-02-24,572044.0,16.26,16.05,16.19
13796922.92,16.33,2026-02-25,849256.0,16.47,15.89,16.13
13770861.8,16.14,2026-02-26,845476.0,16.56,16.07,16.24
