amount,close,date,volume,high,low,open
20805905.98,28.64,2025-11-25,712845.0,30.34,28.41,29.31
12703106.58,28.61,2025-11-26,443979.0,29.12,27.82,28.34
9061576.16,31.47,2025-11-27,298657.0,31.47,29.22,29.22
22145822.91,30.1,2025-11-30,717683.0,33.13,29.08,32.9
11901674.61,28.88,2025-12-01,407556.0,29.96,28.73,29.85
6457843.98,26.73,2025-12-02,231230.0,29.0,26.73,29.0
8829708.22,25.99,2025-12-03,337720.0,27.04,25.64,26.99
5949849.66,25.38,2025-12-04,230885.0,26.42,25.3,25.54
10491023.7,27.92,2025-12-07,393809.0,27.92,25.27,25.69
10884754.86,26.9,2025-12-08,401842.0,27.8,26.73,27.8
13103415.65,27.74,2025-12-09,471436.0,28.66,26.78,27.08
10320239.97,27.1,2025-12-10,374323.0,28.34,26.95,28.11
9679086.8,26.23,2025-12-11,360300.0,28.0,25.95,27.85
8742164.4,25.7,2025-12-14,339415.0,26.57,25.37,26.18
5038271.47,25.73,2025-12-15,196268.0,26.41,24.99,26.07
10831024.56,28.3,2025-12-16,389215.0,28.3,27.09,27.77
18390384.5,27.31,2025-12-17,659962.0,29.32,26.89,29.02
15702382.27,28.17,2025-12-18,572918.0,28.9,25.78,26.88
12697137.97,28.66,2025-12-21,443434.0,29.25,27.91,29.03
16756027.66,31.13,2025-12-22,551522.0,31.53,28.46,28.8
15404999.56,31.38,2025-12-23,485640.0,32.67,31.05,31.81
10120604.98,30.68,2025-12-24,334941.0,30.93,29.53,29.53
12268913.05,33.17,2025-12-25,373831.0,33.66,31.5,32.62
11351244.9,30.73,2025-12-28,359330.0,33.19,30.61,33.19
6881609.97,31.11,2025-12-29,224558.0,32.06,29.8,30.4
7797186.5,30.65,2025-12-30,249498.0,32.47,30.4,31.1
9053009.67,30.9,2026-01-04,298813.0,31.2,29.38,30.52
26873932.31,30.13,2026-01-05,911192.0,31.92,27.81,31.91
16097698.18,29.23,2026-01-06,540433.0,31.06,28.9,29.9
11594463.29,28.17,2026-01-07,403120.0,29.85,27.87,29.48
9018167.19,27.92,2026-01-08,322256.0,28.49,27.58,27.7
13784092.19,29.75,2026-01-11,464378.0,30.48,28.65,28.65
9965854.77,30.5,2026-01-12,326149.0,31.66,29.35,29.51
9102552.69,29.07,2026-01-13,310124.0,30.29,28.6,30.0
7679391.69,28.68,2026-01-14,262388.0,29.99,28.42,29.03
7855984.34,27.2,2026-01-15,283684.0,28.8,27.06,28.49
9202096.39,28.42,2026-01-18,322716.0,29.1,27.0,27.0
9882117.05,27.87,2026-01-19,353211.0,29.55,27.0,29.24
8308666.09,30.66,2026-01-20,277542.0,30.66,28.33,28.5
17278661.72,30.14,2026-01-21,559436.0,33.21,29.81,31.91
14898476.57,33.15,2026-01-22,467030.0,33.15,30.52,30.81
17807276.47,32.42,2026-01-25,529688.0,34.96,32.14,33.0
12658451.68,31.16,2026-01-26,413877.0,32.38,29.21,31.63
8109659.76,30.82,2026-01-27,265507.0,31.43,30.06,31.16
7789758.76,30.2,2026-01-28,256831.0,31.45,29.58,30.1
7797500.94,28.53,2026-01-29,273741.0,29.85,27.5,29.62
7838676.77,28.12,2026-02-01,272641.0,29.75,27.53,27.55
6526579.55,29.57,2026-02-02,222765.0,29.74,28.63,28.8
4951974.95,29.44,2026-02-03,168694.0,29.79,28.93,29.75
4641463.81,28.29,2026-02-04,162553.0,29.3,28.05,29.1
7303612.15,30.21,2026-02-05,243972.0,30.98,27.54,27.8
4747367.75,30.34,2026-02-08,155922.0,30.98,30.15,30.57
4234160.48,30.51,2026-02-09,140700.0,30.52,29.38,30.2
9831311.63,33.03,2026-02-10,303861.0,33.34,30.01,30.4
7804459.36,33.1,2026-02-11,234680.0,33.89,32.74,32.93
11370208.04,34.44,2026-02-12,332262.0,35.1,32.76,32.87
11294350.38,36.22,2026-02-23,312335.0,37.15,35.33,35.5
8907979.75,39.84,2026-02-24,232259.0,39.84,37.03,37.18
29367485.23,41.34,2026-02-25,705716.0,43.82,39.91,42.62
14593385.6,40.84,2026-02-26,361851.0,41.01,39.5,39.5
