amount,close,date,volume,high,low,open
840556.94,41.28,2025-11-25,20197.0,41.95,41.2,41.49
607105.56,41.14,2025-11-26,14704.0,41.7,41.0,41.7
770345.64,41.95,2025-11-27,18547.0,41.96,40.93,41.05
1063628.23,42.76,2025-11-30,24854.0,43.3,41.95,41.95
826169.23,42.78,2025-12-01,19431.0,42.92,41.96,42.64
493137.23,42.0,2025-12-02,11723.0,42.78,41.73,42.78
581037.82,41.58,2025-12-03,13946.0,42.16,41.2,41.88
573159.86,41.52,2025-12-04,13805.0,42.02,41.03,41.8
861831.58,42.34,2025-12-07,20465.0,42.58,41.5,41.6
650466.87,41.41,2025-12-08,15572.0,42.3,41.39,42.16
710741.68,41.42,2025-12-09,17222.0,41.74,40.81,41.26
2672731.24,43.38,2025-12-10,62719.0,44.43,40.7,41.42
3529877.69,42.97,2025-12-11,79623.0,45.89,42.5,43.4
3996255.45,47.27,2025-12-14,87243.0,47.27,42.69,43.09
2308576.43,52.0,2025-12-15,45206.0,52.0,49.28,49.28
10708895.97,57.2,2025-12-16,192617.0,57.2,50.26,53.22
14581538.09,53.5,2025-12-17,249585.0,62.92,52.8,59.0
11504921.78,56.22,2025-12-18,209663.0,58.85,49.48,50.61
9831723.61,58.07,2025-12-21,170584.0,59.46,55.17,56.0
7242622.63,55.26,2025-12-22,129505.0,58.5,54.12,56.0
5780799.89,53.36,2025-12-23,107455.0,55.48,52.86,54.02
4515030.1,52.45,2025-12-24,85687.0,54.15,51.81,53.36
6923996.23,53.61,2025-12-25,129509.0,55.7,51.06,51.33
6522967.01,54.78,2025-12-28,119380.0,55.95,52.59,53.31
5766678.7,56.03,2025-12-29,104881.0,56.52,52.31,53.8
5986533.39,55.11,2025-12-30,110267.0,56.38,51.35,55.3
3277919.93,53.38,2026-01-04,60910.0,55.3,53.15,55.3
3256883.88,53.06,2026-01-05,61790.0,53.29,52.01,53.01
3919028.59,53.32,2026-01-06,73390.0,54.67,52.4,52.49
4216614.33,54.6,2026-01-07,77211.0,55.79,52.71,53.0
3869887.35,54.52,2026-01-08,70344.0,55.82,53.96,54.33
4438598.04,56.31,2026-01-11,79758.0,57.25,54.26,54.66
3036187.39,54.72,2026-01-12,54711.0,56.95,54.32,55.5
3491789.13,56.48,2026-01-13,62331.0,57.61,53.5,53.65
3905865.42,53.49,2026-01-14,72757.0,56.39,52.55,56.02
2095208.01,53.8,2026-01-15,38945.0,54.7,52.99,53.5
2101493.67,54.9,2026-01-18,38744.0,55.42,52.6,53.19
1914315.53,53.0,2026-01-19,35801.0,55.31,52.61,55.31
1707476.35,51.0,2026-01-20,33116.0,53.0,50.85,52.47
1725055.89,50.56,2026-01-21,34146.0,51.3,50.04,51.01
1220806.53,51.13,2026-01-22,24044.0,51.16,50.23,51.01
1509283.75,49.46,2026-01-25,30451.0,50.97,48.72,50.8
1733319.95,48.2,2026-01-26,36600.0,49.57,46.51,49.0
1016736.19,47.41,2026-01-27,21326.0,48.66,47.12,47.6
1009211.51,47.56,2026-01-28,21110.0,48.54,46.5,47.01
1320442.32,48.36,2026-01-29,27373.0,48.6,47.48,47.66
1917656.32,48.55,2026-02-01,38697.0,50.85,47.96,48.1
1134672.4,48.86,2026-02-02,23378.0,49.05,48.05,48.87
932192.19,49.36,2026-02-03,18996.0,49.75,48.39,48.95
2160818.82,49.9,2026-02-04,43314.0,50.58,48.92,49.1
3408829.02,51.94,2026-02-05,66094.0,53.24,49.2,49.2
2142511.97,52.7,2026-02-08,40791.0,53.57,51.46,51.68
1185536.96,52.7,2026-02-09,22459.0,53.25,52.26,52.62
1363512.63,52.89,2026-02-10,25832.0,53.5,51.79,52.63
1590729.98,53.5,2026-02-11,29791.0,54.06,52.67,52.88
2283318.23,51.77,2026-02-12,43302.0,54.19,51.65,53.5
1565298.98,52.15,2026-02-23,29795.0,53.1,51.88,52.7
1461855.43,52.83,2026-02-24,27709.0,53.22,51.87,52.15
1366980.46,51.5,2026-02-25,26308.0,53.28,51.5,52.84
1067078.42,52.91,2026-02-26,20439.0,52.95,51.56,51.71
