passed,score,level,trend_score,launch_score,capital_score,safety_score,dist_to_20ma,drawdown,latest_price,signal_desc,name,symbol,signals
True,92,主升候选,40,30,17,5,6.222075415935051,5.985536236344044,61.1,评分92分(主升候选) - 趋势40/启动30/资金17/安全5,昆仑万维,SZ300418,7条件策略
True,90,主升候选,35,25,20,10,1.6671306778912154,8.379535405993401,261.1,评分90分(主升候选) - 趋势35/启动25/资金20/安全10,海光信息,SH688041,7条件策略
True,87,主升候选,35,25,17,10,2.119870594244839,16.643502432244624,23.99,评分87分(主升候选) - 趋势35/启动25/资金17/安全10,洛阳钼业,SH603993,7条件策略
